actual,pred_lr,pred_rf
14876620,14864296.605843026,15895624.77
2945438,2905629.6166924834,3190407.94
1963913,3169445.408247687,1968188.27
2625227,3963347.141931515,2638447.27
302026,-6974154.232198784,302012.04
2513066,-266390.3769560382,2546821.99
9181651,5103210.235565193,8977705.15
958517,-4208948.572100529,971214.69
110952,-3640377.919070523,111040.91
10477596,9603771.68929743,12668483.22
31169274,29453240.681558307,30885801.11
1432504,-2974598.2272361238,1497458.98
14153138,15802507.930749025,15755119.06
648400,-4023758.427135,613961.66
713334,391627.9809340015,683986.65
4528415,4747017.967268977,4865776.97
17858261,30356906.16383672,14888796.7
97451275,70770581.80517927,97024012.11
1078684,-1201485.9156797342,1091845.29
33009718,30418484.747830298,26661308.94
795960,-3708017.4537596293,781987.01
14564562,19082960.18530873,14490508.92
9015377,10586510.722460262,9179632.13
91793788,119236646.35743383,135576513.56
598252,-4452107.931243978,613095.64
246685,2694825.5653198063,246839.02
228829,1361384.4036820717,228814.21
393778,1082945.8406769708,393383.94
734857487,919833469.2136978,576180224.24
5156031,515288.7771891281,5646216.58
282376,-2960473.0938807037,282212.09
283936,-494403.4288335107,283901.12
585904,-1549859.2590031177,547361.27
1257222,2888593.9958384708,1228817.12
577871,-3564886.492656227,591340.45
85355,-2088492.069584189,85412.57
166308,-27829.844201408327,166427.54
116861554,123791251.69819999,118461143.07
365296,48245.70856582001,298678.81
25351520,21027903.27449063,23433369.97
827634,-1423094.6306880154,856070.61
9638995,7476169.582316492,7480236.97
2644274,3024797.6967827305,2590682.56
1321091,-3309724.7982596103,1589725.06
8632317,14035918.598787908,8523916.89
293830,-3424633.469754804,293726.55
286217712,276103352.5912146,310638947.58
4302587,7007472.944397971,3354020.16
312642,-1149161.6680820659,312622.51
1287540,-82334.4578958787,1264393.8
1298531,-3952723.2733875103,1078670.07
4057398,716241.9982587174,4104893.11
5486190,18652401.377101485,5563100.06
2415204,-1711705.3777997661,2477490.31
5281749,17869367.7834961,5778362.29
267971,-280399.5327107422,268003.44
1312488,-158528.19791324437,1330145.43
211580,1552036.8265734166,211505.98
7064707,6122885.087110195,7733149.5
948199,644501.7335024923,887104.74
2263419,-566911.7442983575,2517332.27
2068223,5581527.28479927,2277869.66
179016,-4371453.213477371,177989.11
82703,-7600530.150002457,82950.5
2737311,3303128.663034495,2737900.67
711873,-3293089.7734924685,715404.04
16580126,12754468.560854912,14922599.08
313929,-5308114.24146715,313960.74
926116,-4014736.611809388,936480.92
3109673,5012003.745214678,2934326.42
367931,-1404526.604539333,367738.99
232359,3190812.8734417595,232389.13
1545098,3323242.722171031,1269438.06
262728,-480471.5308493413,334895.59
11371035,10153483.788636148,13076846.8
3277654,3593705.5028637275,2725760.57
6143435,5911438.218219619,6296959.24
74465767,73412326.35621005,86413700.44
253150,879054.0665058345,253108.27
5545139,9874499.327549092,5507235.41
123991487,139958665.03446442,113581043.13
61505577,63522944.56277102,52251787.73
318930,1066659.4899017587,319154.09
669825,-3810964.69343883,698915.8
2577891,-1915537.543354895,2389013.5
11456125,12576677.73533599,11025101.11
696233,-1060741.9483028725,698529.07
56613807,63327838.08583155,71639410.69
127192,-2901079.28223343,130468.03
137712,881104.6399350725,138082.39
26496362,31462956.87945621,32601338.28
6458831,7341338.694711752,8294214.96
9585598,24916539.637270983,12230325.71
28019756,49638525.08739556,32100591.23
235085,-1090813.7017421424,226775.32
483812,182238.86435795203,515647.62
6492662,10069597.24556898,6664084.98
6716321,6892034.9869611375,7804969.48
2984541,-2480882.4051127993,2915868.6
385368118,473824724.7972388,406545019.23
2529456,3349651.7803742625,2101462.39
2046294,-2468048.6335526053,2160176.66
1486200,-920120.5997287072,1527343.21
186905,1187343.3765278906,186845.01
5422895,177672.63071352616,5250445.67
26619697,31588631.48899704,24334734.63
298466,-818563.5369609334,298425.67
5067617,4064296.1330780946,5399038.69
2498748,1593714.2811909392,2407391.72
1218665,-3242310.463766584,1160303.51
10053287,9401075.05315942,11104474.32
896821,-3922717.3636238594,907287.72
6147778,2381406.1511462294,5803351.29
429201,-701319.4231106415,456940.64
391693,-463301.3711416498,501671.12
260956,-912329.3282556944,261073.76
15359081,20723741.722460043,12967403.21
305221,-3217470.984101277,305240.51
15034988,16413317.203339007,20015112.81
3696134,505900.9797252342,4014642.58
38266800,50530905.592166826,34851764.86
84279473,135902616.66017064,84849642.97
334018,-4963335.744833792,334048.7
301716,-3617448.9920324795,301700.95
1505332,-4434499.043375481,1196541.15
8898319,7432297.442923371,9701918.19
246389835,192466898.76119375,247285655.37
302624,-3432818.492073059,302561.93
24514336,16237030.900197241,17091916.64
1096484,2580462.3116607442,1068838.19
592774,-1591111.5453425143,559077.57
276529912,210453715.0289074,256680038.0
68460789,106554800.46233918,60240791.19
634920,-4472517.538635686,532600.91
151348745,193859929.4146769,131602819.08
1534831,-3382364.9861052446,1579650.96
307460,-5038978.6221465785,334189.94
4000378,6430298.460082583,3829209.77
75057398,83535140.68367563,95350078.48
11884778,8896259.933587864,8814757.27
109936841,99977751.25095052,153993007.56
5336676,2527659.7486939803,6526589.18
228799,3042010.3369692154,228802.29
4251349,19433154.351764884,5410460.02
206466,-4660460.448394053,231712.37
259538408,252678768.0200696,221784877.81
5795452,4275028.455360789,5968073.91
6194394,5063907.792165346,6067534.79
18036202,17043236.721386176,20105358.95
16091392,45196634.212930426,16832891.25
232611,1430165.7679820992,232588.57
205026,2357486.809312485,204951.85
895816,-5836630.394318065,904436.5
1029410,-2566337.3621116,1050626.16
25763596,23464261.848284144,23986001.36
281689,-3324960.6223433595,277065.43
644626,-5941305.443208925,694043.72
1107755,-3279274.780268697,1109593.27
229640,535547.895521529,229583.24
644742,-3922934.6294792295,670026.82
1082519,-4978795.549413962,1106376.56
1377459,-2731969.409817228,1433054.34
230052,-7359507.917680897,232681.25
3256480,1669789.9254669882,3244816.85
1138289,-4485903.718879236,976637.43
94454737,73049757.06628756,87743601.46
4733547,5861825.200773582,5915057.04
13796449,35043332.11577588,13034790.47
8137496,6193765.140568875,9612203.62
1071185,-3757799.211240407,1079759.21
3323261,195699.59178696573,3100844.25
296670667,188577482.1092724,218614406.45
2352805,-3401592.744160747,2173993.97
38210416,44918541.006158665,43245982.37
264743,-1515925.6428099442,264655.29
487806,1506897.1297359578,484523.8
303874,-1728913.831577018,303837.44
10934936,16687353.220219638,10957915.04
4221219,3875321.0507580936,3819990.85
26051075,27942142.014220055,28387439.73
6985895,13492988.05414718,7425019.85
237176,924777.1312323101,237228.94
24788846,22100560.799684253,21062968.17
32279009,27032517.45116503,26156819.46
15064951,21653433.904504966,14945747.63
843520,-5578980.678144835,1041515.06
7184801,6116031.9987248,8617195.53
952942,180609.71361947805,1036207.92
488109,-739078.4405461363,523907.91
1195012,-5144388.458429899,1143032.34
55276845,60466848.24694693,68168507.4
7855035,11813248.397910547,11762180.35
144096811,129296446.28132847,122019782.56
596280,-3347320.7783892862,582144.46
251470,512266.43135293946,251419.47
200958,2283504.104401715,200882.18
2306245,-2276478.0045369808,2234096.59
6267447,11380992.120213814,7139204.47
8826297,7296727.438863605,7694262.91
1134385,-840679.4513119943,994948.49
3149746,-1875797.1666736193,4506908.16
113510926,85539212.3956463,84698344.09
5792931,4409313.906119306,6595885.09
244833,1064031.2048561387,244940.65
247651,610929.3191901408,247589.79
15469849,16779473.863838036,11746153.83
32996699,32486735.773474302,28790432.82
159368635,98593297.09464966,124260998.7
2455728,5010638.325856257,2313088.72
71528,-5282007.057755327,71511.51
559954,-3238688.948506087,548368.4
270993,-477615.64195940644,270993.45
278324,-932700.40413123,278190.01
3480351,4396398.8002338745,2662992.64
5061370,6874502.007227328,5427397.36
1134877,-5859336.915225005,1070895.45
376033,-3442702.5229022205,375916.18
159131,-5168954.051079461,166600.19
801395,-2624830.304499682,820214.16
13591467,14434951.71033796,16374246.96
61353496,75037955.15589042,61587635.94
18293853,45593949.05636647,21285195.02
286760,-3805387.7938410975,286765.63
3864883,1632052.4413466454,3746199.73
1341986,-2180577.7034846637,1348369.41
9203125,29311705.844659436,7714313.85
107621,-422672.68884114176,108681.67
1206223,-3663292.7598559614,1301294.29
2696222,-2311382.986662537,3002681.58
242710,2454417.0525872,242688.03
575790,-3698340.165767342,575697.37
22625716,35283130.26342578,26066510.86
628638,-1459164.1590238437,579507.41
4013132,940064.7828936763,4070616.22
7331300,6152064.60900154,8118130.27
8956733,7707274.514807925,8272620.28
44706330,57814179.072179034,43031004.64
130212,-4719101.619786881,130345.63
51760,-9593.280759736896,51413.03
41784826,34104103.11271514,37261416.23
6522477,4825807.143463045,8298934.14
43775282,76289369.01464213,50535523.58
2621644,1546458.9287210442,2901840.65
279276,-1251621.1564608328,279279.51
1069864,-3758698.652072074,1056635.65
793150,-2229995.7933106925,748241.7
1855874,-3467234.5342613757,1946349.67
105011176,98519944.94191658,98299437.4
1347337,-2537662.7767631784,1099259.69
25770253,35648501.9631833,31462822.48
8938621,5379103.475296672,7142176.91
403567,-4034716.770328613,404014.83
501788,-5565228.457993338,479708.24
17877314,22591870.22388767,17699584.89
176869,416413.5710460171,176946.27
2044208,-2223122.537579788,2531955.65
4712663,1491535.227841355,4830946.21
1982408,-1192371.1893301904,2106324.23
594161,-5623853.4187,593879.15
4008067,7296070.722466767,4751210.5
223432,2944403.3612425476,223441.74
2304134,-384731.33507276326,2808900.23
723669,-4709031.4309221,795607.24
80115,-838852.1363307163,80164.25
5795533,17584773.93931328,6084609.73
927423,-3893723.603334401,917749.71
20896078,26162215.515189167,24091112.22
156762362,156031653.9492685,159751877.77
2678337,-3950205.017130006,2553022.67
3674038,5440083.889393125,3699431.91
1029378,30972.364979453385,913310.5
54059288,72764448.14048988,45456469.75
259958,-3788471.0592517555,260009.43
1858223,-1746683.747192718,1832940.12
107566,-1516434.4401473664,108185.15
3864776,12712652.490164619,3721149.82
1268123,-4722901.288255487,1179864.83
8331766,7082357.198240168,8971862.55
146312,-1063955.8222002983,146156.48
13210222,13005533.148532297,12114700.93
1612877,-2062037.3898120187,1640609.79
121825,-2097698.820569461,121742.83
875712,-135246.4912776351,812835.25
24225108,49165885.84558174,29807164.25
122595,-486582.2591995634,122698.04
757189,-4353106.52471835,832722.2
155558,-2156682.0374693777,155525.42
2718826,-1053986.0825986117,2993462.5
214227,1600176.5069811866,214157.41
1555736,653807.6592900418,1771294.32
234436,-133756.8112728931,234389.91
332295,-4238143.906232392,332799.2
4977902,4284693.729449164,4890548.27
58383443,54501681.849406615,53381049.9
1954158,-3662167.2635028698,2135498.25
842620,-3971058.3730628975,976996.93
69021629,132928555.49850056,79232427.79
3401734,992031.8089681901,3243596.57
248689,-631071.7343059741,248666.56
6755839,4567562.201475512,7332432.55
3307453,3694844.6463932693,3475891.52
556210,-3064444.585438326,577489.45
94225744,90637443.26206148,106209748.97
2122388,-1719613.802185014,2137760.81
1218374,-6965611.863441598,1542728.43
391321,-3496917.864837004,385260.6
282760,1417556.4982678369,282882.31
494998,-2665954.5866173133,535193.59
1788561,-3471096.7647302747,1760431.88
1227627,-4893372.833778361,1079242.81
249676,-1693061.0217046235,277687.7
258197,1391134.2425443083,258197.3
30484202,38611452.055968285,29497813.7
43512351,45324587.77059367,45967457.76
4156057,6497786.453360967,4098106.54
22897347,26649883.18729635,22817409.62
31845232,35471643.03126341,36171043.96
41507110,37586724.14087832,34717583.9
1055319,-3773340.9786735456,1158999.32
290254,2646607.6649701297,290203.22
2949978,1269682.8786439262,2831193.54
868369,-3804452.7384620905,810338.55
2984110,-51804.70002670586,3240496.49
1199209,-3371232.9289528057,1177797.62
27834533,37342177.479083866,31247337.19
1083875,-3260144.2185197026,1139134.27
19372888,28488105.599363487,18812571.36
2239236,-1604526.8261913098,2384385.38
295198938,272323100.346427,382640714.17
2010639,-4089680.548371054,2525371.87
2107540,4783293.107242346,1824744.49
737552,-2471229.3586766217,744740.94
143743718,92392982.95359433,119572805.92
19749075,25289880.05171391,18971428.4
134568,-615647.7530010194,181935.43
2248336,-2472964.463992616,2105496.58
3671442,-46465.49946301058,4183003.75
8464233,28132408.24183571,8913563.72
251547,1354252.5565146543,251500.37
1259797,-1022629.2051000297,1321596.48
1609446,-3281860.334671773,1493979.43
147743,-953872.3562181741,147853.71
976239,-3279144.8289462067,916898.39
910716,-4754799.538098337,900430.22
5055290,4740066.890374001,5621937.04
298698,-2831750.101801647,298695.34
303042,-2332455.039222436,303048.46
355640,-3813579.932254549,355686.36
8671496,5162827.879426986,7223632.48
528387,-3173527.246218754,561414.24
932334,-3106794.5994238593,1056492.74
409073262,370350986.472827,392154659.8
3407009,9154529.23435055,3963644.58
104466,-5775741.428746669,104427.02
16493874,44333494.88349405,16681061.02
9142435,5483355.737871241,8899952.89
235158,-5762086.88983573,275360.48
2977326,2022555.3396251835,3202579.78
38303341,74674585.71020025,34160903.48
31300005,102918761.96719852,34666998.22
228254,1434985.7393665053,228260.05
578082,-3780856.720955001,587740.15
150079,1526310.0371994115,150339.32
554625,-1088123.7096893862,589962.26
17377999,26799987.19581509,29748664.49
1546045,-2049827.0372611582,1674557.19
134449731,118841628.68002087,135118219.69
411437,1868144.9055896848,411139.13
259347,739580.1126386076,259256.33
255189,-1521562.3647719715,255199.59
3809103,1792513.1354349852,3288531.59
362923,-1411546.0483213272,362787.78
392587,1007810.2384211496,387761.77
22112671,24500175.662276026,20843179.13
256458,-1330366.5362794176,256497.63
1375116,-1211572.1876385994,1225444.72
289430,-4345239.85876343,289460.98
316597,-2085936.955381371,316596.9
2562080,-252595.34000579268,2685414.15
792480,-2044067.451353101,773657.51
3308279,-528145.6217995547,3672205.88
1473586,-4956870.044641944,1378134.65
299721,-795739.4723928384,299776.84
2688570,-51281.42803186178,2817579.83
2671780,465214.11455993727,2581670.29
16848480,30520754.62813456,15268970.0
148828688,142111404.0182576,168526255.3
29353999,33596895.117011175,29552006.96
1625607,-3373572.5393714253,2124338.66
1666323,-48591.19618838653,1746036.49
319681,-3542904.1476229355,319865.88
2791723,881074.2121197544,2947353.1
153851,-3797482.1692056246,160011.01
344376,-2757554.0853507426,344389.85
9794117,22054932.54227012,11516904.84
717668,-6452971.677690523,743356.7
4581071,15365113.358968724,4983043.97
8266712,16612210.763752911,7882814.22
278500,-2271349.2927297167,301571.29
47360570,61440848.97000952,42829480.28
34773564,29457866.35150632,31507428.34
689254,-1015751.2703291215,709700.91
312982,-1058919.6797444,313025.99
813488,-7561741.127886673,803590.02
568927,-718733.7620553076,584825.21
852382,133653.25086165965,1009088.95
4010617,-307395.7805057205,4334047.89
280539,2049632.8806417212,280546.65
25055557,55447229.022336796,17744346.47
1565385,-3537032.8830542266,1736583.51
24325903,23781515.768331844,21376720.92
11023937,22652919.29338729,11905674.14
4524729,5152362.545360789,4365677.82
18647387,22401508.511556562,24931048.24
296501,-2115178.666869791,296540.69
74019535,72236808.70919497,73255449.45
26081717,25268059.054081786,21885940.05
56313777,106403015.30665861,56719009.43
18939788,23256518.729357194,23077493.52
46295103,44765069.76919107,39741149.32
1180398,-4897410.785420591,1064106.1
350928,-2974630.406141434,351078.56
622587,-3975434.144711219,601384.83
4696982,1256835.9406262785,4826994.42
39262008,58536186.390403286,44326130.05
469279,-822239.2780946754,450069.49
22647853,23370558.42893972,21831712.61
59228501,81285631.53658043,56381301.04
1460294,57099.255133256316,1577337.99
16902311,48749093.60217224,19589002.02
1527687,-1335055.975210242,1588767.65
1817867,-1713919.9974946883,1594359.7
3202808,-3116573.43179531,2697804.54
5102324,13439625.043598209,5144431.33
17626644,48068861.156134784,30830388.32
18827099,16947704.8942885,18945895.08
3405474,-1102514.7356060743,2531147.03
265246,-5575000.664224058,266305.55
654014,-1999640.0390570462,679431.67
324147,-2621097.449242601,323795.75
99390592,141966486.30895793,114028863.78
13932117,10855736.969716277,13438862.33
1323176,40121.26975209266,1319421.25
1904849,-2192744.262004148,1886680.89
139777,-6058202.069027785,139609.87
942873,-4843051.867478633,1083515.64
605037,-6305197.044830833,598732.89
30764917,57095897.04742433,36298656.93
774450,-3715761.620807208,768711.99
42187022,67337551.75452653,39396827.77
10003508,7532269.389439158,9087067.01
2229399,2722821.596363522,1756483.85
265169,-247299.54506865516,265168.35
55014809,57537027.18966004,54598105.62
278914,-333560.3308487423,278909.33
1378278,-2375927.8099250626,1427151.51
71706814,81405627.4523128,88622864.54
330836,-4055864.118497068,327718.74
41965006,46966661.81238513,36550287.87
8513443,7699187.150031909,9455286.28
1480947,-2930666.28950922,1470441.92
612078,-1435709.1318546366,614885.97
6566791,8797526.947855316,5952529.08
3021707,-2156856.9323682897,2661542.76
6680369,2258035.2832890972,6051282.36
327324,-5169134.789956862,327229.57
2201587,-348103.41751374304,2263441.81
270673,2290497.6981909424,270663.69
148963,-931684.8193471953,148779.09
97885440,110247582.48122571,106276956.44
41148515,54084222.59278999,45701918.24
2793192,3310273.981584277,2457465.2
251672744,206425902.94085154,223671097.27
114669,-2900310.066254128,114620.86
1133951,-3067225.05112762,1179101.45
270486,942159.5988728851,270533.75
293826,-2920354.757240502,293726.55
9648997,16432957.059005048,4538777.23
1249964,-2028328.61178473,1188419.71
795455,-4202297.451314969,738374.13
9255921,9824862.449919432,8367111.82
26058879,27840081.997428957,25297334.15
259137,-1281644.887691427,259154.96
149944,-577609.5516310334,150190.43
292291,-1435216.667775048,292177.44
28866424,29826718.67238349,30212280.61
338155,-2618516.6076186784,338316.7
5743205,9109434.71920051,6262322.24
240162,-197738.03286996484,240171.14
753482,-4076456.776573399,770650.37
1832280,-1216229.7265465967,1729461.06
222627,2677587.4949404113,222484.92
158366154,111985301.32492273,126122488.18
621299,641191.9694866166,592410.07
7246367,9886749.78430172,6802398.86
7269352,6548252.188992891,8017459.17
161479699,218296660.98337975,208935228.02
193296752,159472491.97906724,192622993.14
287181,-1275973.9822858907,287275.79
504691,-599461.1842016056,537510.14
19572366,21509861.901089426,18033155.35
1951847,623466.3956264257,1973065.31
1077134,-2705340.1090082154,1123394.87
1469798,-1633510.5223538913,1396427.36
12607167,22723061.174291592,14076769.06
3108571,-2179579.262839442,3440750.16
96878801,110947227.9670819,105959489.19
5384268,5121173.631695475,5640366.39
78639389,95110209.46170112,105689445.57
7869420,13979806.079078995,7289522.15
1637297,-3112000.4704605043,1702685.62
9567390,5560683.360109501,8803056.12
503304,-2092798.1033554375,472376.71
3063296,-1350596.2203629222,2664571.87
17767289,22080781.26414944,18182649.26
1907775,-4539028.628940022,2047617.29
899011,874347.0171800554,833060.85
1374206,-279828.1449864842,1544315.7
6930615,13098216.860746097,6803874.19
25429057,43417070.36816341,30257294.58
232093,1504803.734487556,232117.49
198767,-109982.66927642748,198704.38
1844915,-1447869.1189945545,1851291.14
13765705,18760545.75365181,13307306.88
794289,-6381177.953221697,791658.78
5738391,7955882.795701969,4915510.75
2618864,1180713.3071319312,2673907.66
583364,-3997167.5663333368,608720.98
6761861,13029303.2643792,7236157.34
23700030,46176069.81098993,29648177.86
1743693,-1049694.2522990257,1755240.91
238674,1876664.8573198244,238748.74
306127,-1771998.2108110432,306116.31
118080,-3006393.048389161,118087.25
2996156,3384533.774714712,3097594.7
16156840,29917685.59505872,12116806.56
3259153,-1446068.2875541896,3422588.34
299356,-1054553.2762169167,299272.15
367027,-5605947.861750025,381635.66
38773023,34126876.28616676,32921809.42
827994,2615755.4454641826,834708.51
129461,-697948.0172218233,129483.79
37363421,32872692.41071574,36547019.3
4339226,-1554220.1809144951,4458942.87
4875738,13262124.65745376,5247165.64
7392608,4164503.31318618,7291454.39
138957,147219.65164160356,138946.77
14937741,17980299.007065315,13965703.29
264271,829130.4663703218,264306.2
21865131,34040498.96970922,24864578.08
14553944,18256073.253353905,13909781.87
891801,-4494984.9290725645,879603.14
485299,-6454927.458129296,535984.46
762344,-194126.824203372,689802.35
284291,-3093763.0884411316,284487.35
14230227,33814605.02182335,14134812.17
391949,-1702326.7113422994,418312.4
30156265,36258555.62506138,26948574.14
317868,-5172989.234366959,317904.68
3087417,-873019.7086468674,2384060.27
110613158,132343191.57965666,110965642.74
8974863,7560731.1792443395,7832364.7
518312,2194934.94093854,496469.74
1948211,-2139097.263564905,1690278.14
696950,2544509.474669222,671351.17
21644521,31849900.04124074,23413004.37
252949,1211632.8845650367,252978.39
268475081,171913251.88457805,204586959.1
902518,-3315114.1454655454,948994.86
244578,639100.7638059668,244515.45
89918074,105170213.34690258,77890602.23
19450384,42693031.601895794,20888127.73
517400,-1958929.9723583553,526331.45
3892565,3433574.0221330635,3443626.13
4164435,5887413.700353943,3872487.73
28586835,28448375.654856283,25772008.3
1353706,-3484787.645257434,1408437.88
94694,14698.964237101376,94855.59
1561055,-596155.4940641262,1748274.61
65697045,68262739.8300662,81208157.94
266952,-336415.97727165,259401.0
123891,-1892008.3470882457,123706.26
620166,-3514330.743959101,602162.02
253036,-341446.6144131236,241303.65
1041886,-1946193.4258234035,1128222.56
875998,-5103145.6003251225,779752.91
1479874,-2723507.4796206392,2200203.57
592194,-5248006.714174641,597489.51
9092969,32506239.97575332,8391666.43
12974726,13604607.467303872,13399175.86
8809629,15870783.405304018,9591454.04
248098,-1398347.1469397042,248127.55
308207,-4087810.418935135,308277.65
1963001,-2471826.0439812914,1824170.25
15914362,18559520.511284467,15121785.56
1139931,1353444.2018456608,1164049.29
502481,-1438444.3463662937,503683.23
2028203,3816035.380247593,1856541.67
229745,-5935052.90594312,229598.64
603295,-3373094.8886133246,611541.98
254845,1750465.9577800408,254781.07
220967,2395222.1663229614,220891.03
426712325,217534394.12911737,272218866.3
2359239,1486841.25580832,2046622.11
648658,-2479362.1336173974,566977.43
3352294,826333.1878417544,3467992.41
111120972,236272476.826681,162848825.82
318940,-1638016.399291413,304123.72
687574,-5737069.890178265,681569.36
93790452,85840365.47936542,84144216.74
135512,-756018.6244885102,135965.69
6281504,5205148.39637354,6442584.34
254337,144114.26088571176,254244.16
39672015,55373256.87183958,54718301.01
186579571,144514567.98406318,170165820.05
5083782,2645484.3685578182,5002143.45
3599695,126962.81170946732,3410081.96
524568,-4462190.494030943,509651.2
265117682,238992846.71937653,238751061.35
826545,-3608271.4017662294,883495.66
1358186,-3639975.9573462103,1194974.86
1505760,56504.66554341093,1427194.54
599870,-3474972.408811873,569905.19
8640568,19349760.712658826,10391398.14
26310860,18797188.518271472,20882606.35
181618,-4288557.569807757,181564.89
470561,2947864.4849802926,457700.95
7676756,4208550.8785363585,7833792.12
23336829,30931402.72751571,24153386.53
46196864,82263839.10882835,37422962.83
287610,-1184113.3949469812,287567.72
1079605,-2935532.8232797366,1059408.66
137182,-4340165.946263783,136508.39
21706354,24852890.293899734,24786216.75
1941263,-3860142.918029193,2062361.92
4637244,8003481.226337135,4342386.77
14248284,20193090.38721166,14389982.02
246265,2350952.9272631705,246252.79
6457181,7793488.675744016,6414637.32
708606,-3377123.4120209385,735587.89
1588432,108868.75553352386,1654088.72
277479,-2545180.9534235243,277554.86
5475550,3674649.2052026615,6189145.15
273905,-929007.9960960038,273926.78
347832,1171992.9935623147,347679.3
28570129,20141965.38057645,24409032.18
482319,-4347579.135538403,502722.14
1398231,-2729594.1250696853,1298676.19
412271,-850312.6740871444,412267.5
326600,-3669247.444423899,326553.68
294769,291021.0216370262,294875.66
266577,1459478.5833172314,266538.35
1825585,-3320993.1019079313,1798742.0
228649,601583.6448630728,228692.79
267518,-1549516.6661040932,267533.29
236054,2501484.8239465617,236060.16
321161,-6878331.176199861,321081.59
93020470,146743253.8872097,100659806.85
264016,236082.87247454002,264044.4
63436,-301599.0995379351,63558.66
233913,2630664.6682341695,233904.04
247637,106323.24957446009,247586.42
123431139,199778968.60356322,131691709.02
36728595,55593389.896159306,42132298.92
68006179,61232458.44309996,58225996.5
11375957,12537997.746097792,11362964.21
1546448,-4856126.411684703,1264762.41
1594754,-2673376.776629973,1596025.32
606305588,482698503.68837476,621538381.89
8634214,36022983.34487946,9144163.86
332541,-4906138.637229376,333005.21
1256411,-2110137.504033515,1418793.54
291608,-607052.2868936174,291653.77
40905921,36559080.74769969,33590815.95
2234112,-871940.7746798843,2271107.29
8787790,26316105.380043175,8785030.97
73663117,73064695.42842238,61090538.43
9164030,7160185.529176243,8128542.36
1660582,-1565627.3815299831,1749664.97
13869033,20753236.8109308,12317104.65
232362,921285.8695429116,232465.47
71474224,70818967.13435522,79549771.51
71563009,91946003.43543513,119155230.1
4207577,2380612.0837609954,3569564.26
979094,-4660623.6680531185,989126.67
493252,-2833377.3678972796,503829.46
2113555,-2481610.8402265944,1895053.49
277821416,260268794.13787234,289398107.5
7315854,3683205.4725065976,8772006.54
512382,675238.659028817,555189.93
117438,176157.11906172708,117390.97
7767086,6231497.878170911,7385317.27
583201,-1525144.8926331755,566725.5
156055,-3492580.5669351835,155568.18
105769712,100252122.96113454,85191974.27
253078,961803.2145231403,253085.38
290718,1141991.8279728591,290740.68
683614,2256923.432974901,625438.33
15246543,18079992.471005257,16273727.95
1461776,-2851370.114464361,1761415.02
7226217,10045626.55011049,6788757.68
41240213,64807220.36563197,38780235.99
623210,-731287.3774687983,602477.37
42466083,42545258.18914293,38419303.17
76980,-1652394.0192921236,76712.12
24766383,12936775.805007756,13027310.48
2398115,-2546178.651606422,2639816.9
41773736,71669929.14834869,39922525.15
341834,-618261.1956742182,341955.86
1868653,-2526212.5452684555,1929833.29
2734553,-1158730.6843369938,3006404.27
1092202,-3869151.3220862187,1125868.85
2262934,2860020.383446764,2581778.16
35009706,35941324.2900721,32899497.09
253482,-375786.6599664353,253520.01
1499514,-5122874.153566843,1665676.73
1754451,-1858396.8825865202,1578711.97
160700352,106782202.63474178,126411091.29
307580,-316577.41894013435,307587.11
17550180,22176306.67852247,18554350.81
13655428,37608712.876617655,13078649.67
94377,681402.4533342123,94543.99
1433366,-3087120.4183253683,1400551.6
1651096,-3804335.3748100717,1612129.29
307340,-4523871.001432061,307376.57
129400161,115063750.81799825,129546302.99
62881019,55202883.58634424,55657866.4
1178345,-3268631.1727668345,1304752.75
8190773,4137070.3103735484,8805493.54
234807,1253557.797750745,223914.63
296020,1154358.1044106446,295965.28
1061651,-4434906.53645665,998906.25
15763139,11658625.365746308,14326253.93
2271017,-1958920.1453458946,2131530.46
1183555,-2883903.9795737006,1185772.89
527322,-537117.2955033481,538401.49
45120892,37060440.035099655,38600913.72
2134697,-36316.70191930607,2250496.86
2898538,967510.0133585073,3647698.13
897076,-2213004.5479513425,931656.33
79149,-856420.3007711805,79112.19
239385,-2565509.0875845365,239460.71
168543006,220818039.77105716,172566284.07
736247,-4542486.530784022,723410.18
280739,-3326478.7092914246,280738.28
562617,-1842426.1224962138,514739.87
2205229,2469511.735042665,2175270.49
3267414,2319431.8578933105,3303646.58
3914920,5249565.979645219,4459646.7
6883955,7683256.764996938,6197668.92
1655871,-3515834.747330863,1419105.64
7012779,2710082.8101878725,7276879.19
131991,-111962.1702539958,158640.45
311836,-3601518.7078827675,311920.77
122067552,141116662.0423359,113191334.59
232057,2596910.513781272,232062.68
418469,293873.65723817423,434503.41
62739,-4517203.9151036665,62760.9
893140,-2644106.1422013324,871078.59
1265968,-3257519.126649089,1413969.67
135684,1348573.8650503121,136174.66
402477,-4222657.214313049,402323.72
1798763,-3230154.243236039,1848327.63
3440316,-438878.4684432596,4200433.02
226789,2164869.696420945,226776.28
293165,-8434394.81310085,311946.12
1870713,-1114691.7884253152,1819069.14
546598,1683143.012030486,526435.55
619879245,504824824.49354327,639064168.36
10452654,5864173.439859223,7983505.12
110251626,96484965.64439812,92953519.66
567555,-4161283.6879399177,605976.4
639495,-3255299.7968513183,611783.93
889957,-1460112.3805281073,985466.18
3307861,-2691391.8153083194,3023789.56
57062099,61098755.29877855,45719460.15
41935196,39972039.79580538,38416125.89
349936,-2908612.8433055226,349860.46
342132,-2546188.874720419,342290.06
