actual,pred_lr,proba_lr,pred_rf,proba_rf
0,0,0.40938246983133697,0,0.0
0,0,0.3472769355897956,0,0.0
0,0,0.3712457787450346,0,0.07
0,0,0.3937748276558586,0,0.0
0,0,0.32493145666628026,0,0.04
0,0,0.43885783023441455,0,0.0
0,1,0.5119116650739047,0,0.06
0,0,0.41117930946367576,0,0.0
0,0,0.39225650034952764,0,0.0
0,0,0.49128553434931577,0,0.0
0,0,0.4526237633006948,0,0.0
0,0,0.4261488493559136,0,0.0
0,0,0.44543423016390665,0,0.0
0,0,0.46335884133983424,0,0.0
0,0,0.37276990215987577,0,0.01
0,0,0.4011374663289078,0,0.0
0,0,0.41547536615457104,0,0.0
1,0,0.36917385358265425,1,0.96
0,0,0.4388782086084726,0,0.0
0,0,0.40844542082104984,0,0.0
0,0,0.3353949957447738,1,0.72
1,0,0.3097887311090269,1,0.97
0,0,0.4857521890422116,0,0.0
0,0,0.3412239071572107,0,0.02
0,0,0.4721749221590207,0,0.0
0,0,0.4339721917571374,0,0.0
0,0,0.4080025989250005,0,0.0
0,0,0.3587611285194337,0,0.17
0,0,0.4275028785187964,0,0.0
0,0,0.39708381176959257,0,0.0
0,0,0.471357386001459,0,0.0
0,0,0.48587913411668954,0,0.0
0,0,0.4735578934682571,0,0.0
0,0,0.40571270858886155,0,0.0
0,0,0.423067601032371,0,0.0
0,0,0.3954775560827142,0,0.0
0,0,0.25161586545382886,0,0.19
0,0,0.32082053118567067,0,0.01
0,0,0.4658498797196817,0,0.0
0,0,0.4383489118672479,0,0.0
0,1,0.507936538400803,0,0.0
0,0,0.45387505426396907,0,0.0
0,0,0.41800604648914613,0,0.0
0,0,0.4414868955240615,0,0.0
0,0,0.4786676612636487,0,0.0
0,0,0.4101006418606126,0,0.0
0,0,0.3924048115914435,0,0.18
0,0,0.4847944922859408,0,0.02
0,0,0.4274772095945219,0,0.0
0,0,0.4655237142777345,0,0.0
0,0,0.4587188224225104,0,0.0
0,0,0.4158970361444743,0,0.0
0,0,0.43234701454132346,0,0.0
0,0,0.4196240285863787,0,0.0
0,0,0.42428816470047026,0,0.0
0,1,0.5975663033672144,0,0.05
0,0,0.4832239313147096,0,0.0
1,0,0.10430794423849572,1,0.84
0,0,0.4961517432892509,0,0.0
0,0,0.31798872044471715,0,0.08
0,0,0.41851764993360957,0,0.0
0,0,0.4870050032710923,0,0.0
0,0,0.41540700433458233,0,0.0
0,0,0.15342430650528177,1,0.59
0,0,0.3621901353182464,0,0.13
0,0,0.4945405298830869,0,0.01
1,0,0.19132667968380096,0,0.42
0,0,0.43491183106878417,0,0.0
0,0,0.4121747177990137,0,0.0
0,0,0.2847498670509589,0,0.28
0,0,0.4691094053822759,0,0.0
0,0,0.39514172797179764,0,0.02
0,0,0.37548537964935425,0,0.0
1,0,0.14888191257649677,1,0.59
0,0,0.46536967408498425,0,0.0
0,0,0.45937820076670816,0,0.0
0,1,0.5010910358864447,0,0.0
0,0,0.4954644921620231,0,0.0
0,0,0.40211919198607127,0,0.0
0,0,0.3720946642650159,0,0.0
0,0,0.45591828885541297,0,0.0
0,0,0.3799616007326234,0,0.0
1,1,0.9086695489389646,1,0.99
0,0,0.4206462086725223,0,0.0
0,0,0.37152461299535466,0,0.38
0,0,0.4621005985127661,0,0.0
0,0,0.41851286003331556,0,0.0
0,0,0.4643417740343783,0,0.0
0,0,0.3933988509304425,0,0.01
0,0,0.40035482880791484,0,0.0
0,0,0.4861514637919197,0,0.08
0,0,0.44862955117891196,0,0.0
0,1,0.5021325600397613,0,0.0
0,0,0.35022075332552843,0,0.06
1,0,0.09159192630242935,1,0.93
0,0,0.4974461303145687,0,0.01
1,0,0.0959340050131145,1,0.82
0,0,0.40109578841157106,0,0.0
1,0,0.29501109737193465,1,0.99
0,0,0.44261259018785637,0,0.0
0,0,0.4101908973790022,0,0.04
0,0,0.43302599876000814,0,0.0
0,0,0.4825284383717585,0,0.0
0,0,0.4186168887406722,0,0.0
0,0,0.42411941620526283,0,0.0
0,0,0.40445991525683894,0,0.0
0,0,0.4632159087187365,0,0.0
0,0,0.4407515204833267,0,0.0
0,0,0.4434601454081012,0,0.0
0,0,0.4220932430859651,0,0.0
1,0,0.3756457280412379,1,0.98
0,0,0.43936616274950197,0,0.0
0,0,0.4219678337191655,0,0.0
0,0,0.4030511669807428,0,0.0
0,0,0.3490123795632024,0,0.43
0,0,0.3988098312609673,0,0.0
0,0,0.4830532277070782,0,0.0
0,0,0.4035788299576027,0,0.0
0,0,0.37121660387118927,0,0.0
0,0,0.41441774945177684,0,0.0
0,0,0.44933522182144525,0,0.0
0,0,0.42977929239099577,0,0.0
0,0,0.3918515886142921,0,0.0
0,0,0.3499116675727349,0,0.0
0,0,0.4432585360926056,0,0.0
0,0,0.41786443232332476,0,0.0
0,0,0.3279169042612752,0,0.03
0,0,0.44465755599189516,0,0.0
0,0,0.4073445010495866,0,0.0
0,0,0.42340738003528605,0,0.1
0,0,0.41308873681116315,0,0.0
0,0,0.3659640042893615,0,0.0
0,0,0.4423260107751239,0,0.0
0,0,0.37133545887347474,0,0.0
0,1,0.7050848485245825,0,0.36
0,0,0.4721768295403117,0,0.0
0,0,0.4432431153395463,0,0.0
0,1,0.5070391499200317,0,0.09
0,0,0.44076005883711583,0,0.0
0,0,0.46202453435286706,0,0.0
1,0,0.3787735105586558,0,0.16
0,0,0.4349351291312736,0,0.0
1,0,0.23752576715745294,1,0.63
0,0,0.40029176471379435,0,0.01
0,0,0.4029812559779929,0,0.0
0,0,0.37451982535121975,0,0.0
0,0,0.3842212174095938,0,0.0
0,0,0.4442616196671072,0,0.0
0,0,0.4387419617734195,0,0.0
0,0,0.4182670890097494,0,0.0
0,0,0.40491290190717943,0,0.0
0,0,0.404517557552176,0,0.0
0,0,0.4322452180371848,0,0.0
1,1,0.9499948114937135,1,1.0
0,0,0.2924202773725482,0,0.21
0,0,0.4842292370206036,0,0.0
0,0,0.41351746470753237,0,0.0
0,0,0.41598674724880913,0,0.0
0,0,0.4294096063311965,0,0.0
0,0,0.34586530921721154,0,0.0
0,0,0.4461185834739535,0,0.0
0,0,0.22851303775775894,0,0.44
0,0,0.4841936038265779,0,0.0
0,0,0.32382073474162987,0,0.0
0,0,0.39827405326060167,0,0.0
0,0,0.4243539864070294,0,0.0
0,0,0.4843472081718186,0,0.0
0,0,0.47149717956059534,0,0.0
0,0,0.46755062659125873,0,0.0
0,0,0.31783633406522904,0,0.0
0,0,0.4234077639408936,0,0.0
0,0,0.4345293726665597,0,0.0
0,0,0.3163468525022088,0,0.06
0,0,0.4059168728494452,0,0.0
0,0,0.4393270783905965,0,0.0
0,0,0.4270901037128497,0,0.0
1,1,0.5435580373314834,1,0.81
0,0,0.44038603113704927,0,0.0
0,0,0.3895666487004949,0,0.0
0,0,0.39052190539125986,0,0.0
1,0,0.3186100782359026,0,0.42
0,0,0.4666951669315235,0,0.0
0,0,0.39502863551785156,0,0.0
0,0,0.4195608868960832,0,0.0
0,0,0.4209904794756411,0,0.0
1,0,0.4839712828669961,0,0.03
1,1,0.7862149772452186,1,0.85
0,0,0.4964412642998262,0,0.0
0,1,0.8768430933737402,0,0.17
0,0,0.45146792742139136,0,0.0
0,0,0.4395991664672469,0,0.0
0,0,0.48381398466878545,0,0.0
0,0,0.40457396690856845,0,0.0
0,0,0.4237631764242106,0,0.0
0,0,0.30636362687425095,0,0.05
0,0,0.4540416036646394,0,0.0
0,0,0.46935486553100286,0,0.0
0,0,0.44670975577922734,0,0.0
0,0,0.437049723443403,0,0.0
0,0,0.48533016598784945,0,0.0
0,0,0.4270913860269527,0,0.0
0,0,0.48917167159380404,0,0.01
0,0,0.37355527619536577,0,0.0
0,0,0.3862519286578477,0,0.0
0,1,0.5017924181099574,0,0.05
0,0,0.4070711121815614,0,0.0
0,0,0.37718990335475416,0,0.0
0,0,0.4046895383286609,0,0.0
0,0,0.3253925009128026,0,0.13
0,0,0.4854931739050631,0,0.0
0,0,0.42741033092906205,0,0.0
0,0,0.4730031940494502,0,0.0
0,0,0.42291876950972995,0,0.0
0,0,0.40350713440195013,0,0.0
0,1,0.6137149654164009,1,0.65
0,0,0.4032944841576436,0,0.0
1,1,0.952986640542543,1,0.72
0,0,0.41558552760820283,0,0.0
0,0,0.4533528841691505,0,0.0
0,0,0.4618106003204079,0,0.0
0,0,0.4233091979001213,0,0.0
0,0,0.4254372033129402,0,0.0
0,0,0.4058601146322382,0,0.0
0,0,0.42525776554696887,0,0.0
0,0,0.43000591965268253,0,0.0
0,0,0.4803388601187667,0,0.0
0,0,0.3678861328442571,0,0.0
0,1,0.526886538568079,0,0.06
0,0,0.4125169831988726,0,0.0
0,0,0.46395503781516145,0,0.0
0,0,0.4053740239391521,0,0.0
0,0,0.4767449908761973,0,0.0
0,0,0.3581642680475763,0,0.08
0,0,0.4495456312614426,0,0.0
0,1,0.5744160450314966,0,0.21
0,0,0.45647196150519986,0,0.0
0,0,0.46428682259288906,0,0.0
0,0,0.4258724902320107,0,0.0
0,0,0.4110001346918062,0,0.0
0,0,0.43710974021206067,0,0.0
1,0,0.4545387228687747,1,0.99
1,0,0.3173913148719079,0,0.23
0,0,0.48160626983094457,0,0.0
0,0,0.40390512421695673,0,0.03
0,0,0.4810724369438297,0,0.0
0,0,0.46643919774584613,0,0.0
0,0,0.44032441045424775,0,0.0
0,1,0.5438868487664331,0,0.17
0,0,0.29550040877345973,0,0.04
0,0,0.44642418155173363,0,0.0
0,0,0.4535817271190495,0,0.0
0,0,0.38766201099017966,0,0.0
0,0,0.41813424448562575,0,0.0
0,0,0.2949904469083446,0,0.01
1,1,0.6363160915529663,1,0.99
0,0,0.4873506130139247,0,0.0
1,1,0.5338810101176885,0,0.37
0,0,0.3589596478662215,0,0.05
0,0,0.42648272844675267,0,0.03
0,0,0.3799756558424205,0,0.01
0,0,0.44330579031177464,0,0.0
0,0,0.4291021463876608,0,0.0
0,0,0.45280284293638035,0,0.0
1,1,0.5082183423940954,1,0.97
0,0,0.4583128347067189,0,0.0
0,0,0.413486508462725,0,0.0
0,0,0.41849427206633405,0,0.0
0,0,0.4128859868464287,0,0.0
1,1,0.99076009607834,1,1.0
1,0,0.3143801099477937,0,0.2
0,0,0.4480699731392081,0,0.0
0,0,0.4227505348720669,0,0.02
0,0,0.4580744174317188,0,0.0
1,0,0.39995854083324067,1,0.93
0,1,0.5703092639449601,0,0.02
0,0,0.44603066971573546,0,0.0
0,0,0.47986547959269876,0,0.0
0,0,0.4808013613569357,0,0.0
0,0,0.39405203377108916,0,0.0
0,0,0.47508221144794477,0,0.0
0,0,0.38939277908501735,0,0.0
0,0,0.3412096609849667,0,0.0
0,0,0.13198095514516958,0,0.29
0,0,0.2009869299332036,1,0.68
0,0,0.44693953385001917,0,0.0
0,1,0.6522719852052898,0,0.21
0,0,0.3354727690781901,0,0.05
0,0,0.44764151890351633,0,0.0
1,0,0.3337106350505598,0,0.06
0,0,0.4186411876870841,0,0.0
0,0,0.3723276469723146,0,0.0
0,0,0.45276403633504486,0,0.0
1,1,0.6770404263244172,1,1.0
0,0,0.4379147278911334,0,0.0
0,0,0.40387311173601104,0,0.0
0,0,0.4341343409610306,0,0.0
0,0,0.44757799620674493,0,0.0
0,0,0.4152017134922213,0,0.0
0,0,0.4345547091761657,0,0.0
0,0,0.4497761000834722,0,0.0
0,0,0.40422911084628393,0,0.0
0,0,0.4333336602300121,0,0.0
1,0,0.3858582112370516,1,0.78
0,0,0.48480841572050953,0,0.0
0,0,0.4255660860825031,0,0.0
0,0,0.4801726977614981,0,0.0
0,0,0.4742633082948916,0,0.0
0,0,0.3577318891684906,0,0.2
0,0,0.34544957140937765,0,0.0
0,0,0.4924337119951038,0,0.09
1,0,0.031790027145121795,1,0.99
0,0,0.4343506025863098,0,0.0
0,0,0.42146549121125726,0,0.0
0,0,0.41378895727579407,0,0.0
0,0,0.4441220959624864,0,0.0
0,0,0.43002761703894077,0,0.0
0,0,0.45649883014927445,0,0.0
0,0,0.4198634253655386,0,0.0
0,0,0.4632858312757827,0,0.0
0,1,0.5012648201084491,0,0.0
0,0,0.44379130457866856,0,0.0
1,0,0.06464716958711023,1,0.98
1,0,0.26007555798746124,1,0.73
0,0,0.42825620802414033,0,0.0
0,0,0.4846010121039073,0,0.0
0,0,0.3964188714158488,0,0.0
0,0,0.4284119032076208,0,0.0
0,0,0.3437242275299023,0,0.0
0,0,0.42912622375019255,0,0.0
0,0,0.3309419868717266,0,0.0
0,0,0.3973106558913805,0,0.0
0,0,0.4313482940601951,0,0.0
0,0,0.3974681049862706,0,0.49
0,0,0.391261098344779,0,0.08
0,0,0.4795018825270912,0,0.0
0,0,0.44347676891629256,0,0.0
0,0,0.38852032803822645,0,0.0
0,0,0.4790459052759257,0,0.0
0,1,0.5865724150192391,0,0.0
0,0,0.4763494392493527,0,0.0
0,0,0.26474565798374855,0,0.49
0,0,0.44401638901587054,0,0.0
0,0,0.41819841027364507,0,0.0
0,0,0.4852396191123763,0,0.0
0,0,0.43557898949147594,0,0.0
0,0,0.37522559736823463,0,0.32
0,0,0.32734951885058744,0,0.04
0,1,0.5037405233905466,0,0.0
0,0,0.3397275496096783,0,0.02
0,0,0.46840793527946334,0,0.0
0,0,0.4311456299828586,0,0.0
0,0,0.2419764249987907,1,0.75
0,0,0.37503902885459056,0,0.0
0,0,0.47294146792973707,0,0.0
0,0,0.4571936248234181,0,0.0
0,0,0.4759733377431798,0,0.0
0,0,0.42323577424373215,0,0.0
0,0,0.4702887583031906,0,0.0
0,0,0.38401114717452234,0,0.0
0,0,0.4354642093955172,0,0.0
0,0,0.3777821587215803,0,0.0
0,0,0.4788443507075173,0,0.0
0,0,0.4233174879795594,0,0.0
0,0,0.4614460785431006,0,0.0
0,0,0.4933217276954512,0,0.0
0,0,0.4623302403401607,0,0.0
0,0,0.4383697588688223,0,0.0
0,0,0.4259173246190852,0,0.0
0,1,0.7390957078053313,0,0.21
0,0,0.45196149427908056,0,0.0
1,0,0.2897166650116683,1,0.51
1,0,0.2457049610034465,1,0.82
0,0,0.4236184456936788,0,0.0
0,0,0.36224717978301074,0,0.0
0,0,0.41351007720990846,0,0.0
0,0,0.4567828487033409,0,0.0
0,0,0.387207318611382,0,0.0
0,0,0.40792321007107907,0,0.0
0,0,0.4444428108694081,0,0.0
0,0,0.4456895223388759,0,0.0
0,0,0.3827342744681131,0,0.0
0,0,0.48193323791776815,0,0.0
0,1,0.6217073728099104,1,0.6
0,0,0.4129060714811664,0,0.0
