Artist Name,avg_days_on_chart,avg_peak_streams,total_streams,cluster
Phoebe Ryan ,7.0,162224.0,728306,1
Pia Mia ,66.5,180019.0,17884310,1
Pierce The Veil ,23.333333333333332,317997.6666666667,18523234,1
Pink Floyd ,2.0,72431.0,128806,1
PinkPantheress ,31.285714285714285,309756.5714285714,66159139,1
Pitbull ,94.28571428571429,194943.57142857142,94415967,1
Pi’erre Bourne ,1.0,293363.0,586726,1
Playboi Carti ,37.08888888888889,593356.911111111,552770304,1
Plies ,2.0,119745.0,228173,1
PnB Rock ,66.33333333333333,363420.3333333333,130183739,1
Polo G ,62.73076923076923,575628.3653846154,1254371578,1
Pooh Shiesty ,72.5,383317.0,106821390,1
Pop Smoke ,55.254901960784316,633220.6862745098,1088188025,1
Popp Hunna ,38.0,329487.0,10131451,1
Porky Slim ,9.0,796140.0,3773824,1
Porter Robinson ,2.3333333333333335,281369.6666666667,1920131,1
Portugal. The Man ,331.0,756792.0,129571919,2
Post Malone ,223.1159420289855,1672631.7826086956,7400199432,3
Powfu ,478.0,797933.0,200371352,2
Pretenders ,2.0,387847.0,677972,1
Prince ,2.0,195715.5,2057009,1
Prince Royce ,52.0,114129.0,4210798,1
Priory ,22.0,69264.0,1328201,1
Prxxy ,1.5,194327.5,580361,1
Purity Ring ,1.6666666666666667,77264.0,373093,1
Pusha T ,6.136363636363637,467325.45454545453,43351288,1
Pyotr Ilyich Tchaikovsky ,3.0,519780.0,1297070,1
Quality Control ,44.54545454545455,382120.63636363635,181058764,1
Quavo ,19.695652173913043,576926.5652173914,162118039,1
Queen ,95.77777777777777,364574.3333333333,233491218,1
Queen Naija ,1.0,229463.0,229463,1
Quinn XCII ,1.8888888888888888,311402.44444444444,4718702,1
R. City ,128.0,295766.0,60376228,2
R. Kelly ,77.5,148463.5,15796898,1
R3HAB ,8.857142857142858,214020.0,13346049,1
RAC ,2.0,103137.0,188939,1
RAYE ,24.0,545431.0,10733718,1
RL Grime ,1.0,337457.0,337457,1
RM ,1.2857142857142858,378115.14285714284,3284050,1
ROSALÍA ,33.857142857142854,435040.85714285716,72951194,1
ROSÉ ,11.5,370021.5,6457671,1
ROZES ,1.0,362348.0,362348,1
Rachel Platten ,112.5,235449.5,39175905,2
Radiohead ,4.5,186853.0,1476712,1
Rae Sremmurd ,133.375,472973.7916666667,822524303,2
Rainbow Kitten Surprise ,24.0,273917.0,5896253,1
Rap Nation ,3.0,227729.0,677169,1
Rascal Flatts ,72.0,149719.0,9121784,1
Rauw Alejandro ,48.5,383706.5,102131034,1
Ray Parker Jr. ,30.0,1658952.0,13381261,0
RealestK ,33.0,385127.0,9744672,1
Rebel Wilson ,1.0,76980.0,76980,1
Red Hot Chili Peppers ,4.222222222222222,193032.0,5994522,1
Red Velvet ,1.0,236400.0,236400,1
RedOne ,1.0,136618.0,136618,1
Redbone ,1.0,177297.0,177297,1
Redfoo ,32.0,146323.0,3329905,1
Regard ,50.5,366023.0,26738977,1
Regina Spektor ,1.0,159066.0,159066,1
Reik ,12.0,209589.0,2300387,1
Rema ,102.0,400319.0,30698893,2
Renée Elise Goldsberry ,17.5,298830.5,9039323,1
Rex Orange County ,3.3333333333333335,327233.9166666667,11326869,1
Rich Brian ,2.1,278606.1,5022019,1
Rich Gang ,168.0,175528.0,18845791,2
Rich Homie Quan ,441.0,423842.0,86829715,2
Rich The Kid ,38.629629629629626,396785.962962963,419620191,1
Rick James ,5.0,591895.0,1685277,1
Rick Ross ,4.6875,294404.75,20313751,1
Ricky Montgomery ,128.0,295793.0,60313011,2
Rihanna ,106.36,437761.68,759586397,2
Riley Green ,3.0,271063.0,716589,1
Rita Ora ,39.857142857142854,284006.4285714286,63387615,1
Riton ,47.0,287726.0,10832638,1
Ritt Momney ,277.0,713447.0,99070218,2
Rixton ,18.0,107074.0,2665397,1
Roar ,91.0,224634.0,18955615,1
Rob $tone ,234.5,470967.5,159262972,2
Robert DeLong ,5.0,68638.0,318217,1
Robin Schulz ,105.0,219347.4,103468002,1
Robin Thicke ,9.0,87123.5,1432883,1
Robyn ,1.0,261903.0,261903,1
Rockwell ,14.0,1181045.0,7075416,0
Rod Stewart ,1.0,123742.0,123742,1
Rod Wave ,17.08695652173913,391239.1304347826,261466974,1
Roddy Ricch ,56.172413793103445,530066.275862069,879245260,1
Rodney Atkins ,5.0,235274.0,1073952,1
Romeo Santos ,2.5,316502.5,1405458,1
Ronny J ,1.0,242032.0,242032,1
Rosa Linn ,88.0,377135.0,25972464,1
Rosa Walton ,23.0,330238.0,6538766,1
Rowdy Rebel ,1.0,239570.0,239570,1
Roy Woods ,3.5,129870.0,1066116,1
Rudimental ,149.0,475942.0,85062924,2
Rufus Wainwright ,1.0,125909.0,125909,1
Run The Jewels ,2.9166666666666665,300557.1666666667,9550454,1
Run–D.M.C. ,3.0,407012.0,1046465,1
Rush ,1.0,232468.0,232468,1
Russ ,44.903225806451616,324858.9032258064,322981851,1
Russell Dickerson ,57.666666666666664,267715.0,37766832,1
Rusted Root ,1.0,275917.0,275917,1
Ruth B. ,276.5,309213.5,125300819,2
Rvssian ,2.0,293147.0,509416,1
Ryan Adams ,2.7,129055.2,3182374,1
Ryan Gosling ,4.0,243441.0,709940,1
Ryan Hurd ,121.0,292056.0,28480751,2
Ryn Weaver ,1.0,80060.0,160120,1
SAINt JHN ,144.66666666666666,536068.0,201976794,2
SALES ,26.0,351475.0,6723372,1
SAYGRACE ,165.0,391102.0,32396064,2
SEB ,5.0,244616.0,1133480,1
SHAED ,79.0,537427.0,54617455,1
SNBRN ,13.0,112387.0,1034241,1
SOB X RBE ,91.0,829908.0,34212750,2
SZA ,55.97435897435897,1263701.923076923,1025053796,0
Sabrina Carpenter ,27.142857142857142,370467.71428571426,43460553,1
Sada Baby ,11.5,325865.0,5515339,1
Sadie Jean ,5.0,299804.0,1307357,1
Sage The Gemini ,53.5,229461.0,28251900,1
Said The Sky ,1.0,248146.0,248146,1
Sam Cooke ,1.0,217499.0,434998,1
Sam Feldt ,66.0,302480.0,37672984,1
Sam Fischer ,43.5,288714.5,19702532,1
Sam Hunt ,114.05882352941177,309090.23529411765,425789789,2
Sam Smith ,70.56521739130434,458976.17391304346,940658835,1
San Holo ,75.0,301573.0,17658328,1
Santana ,2.0,306229.0,510648,1
Sara Kays ,45.0,263956.0,10277179,1
Sarah Connor ,2.0,451361.0,783909,1
Sarah Cothran ,49.0,263058.0,11449911,1
Sasha Alex Sloan ,4.0,313297.0,924347,1
Saweetie ,87.85714285714286,478777.0,234644331,1
ScHoolboy Q ,27.625,363852.21875,196010079,1
Screamin' Jay Hawkins ,5.0,574081.0,1598611,1
Sean Kingston ,5.0,275544.0,1198266,1
Sean Paul ,18.333333333333332,201484.33333333334,14901286,1
Seaside Resort ,1.0,205159.0,205159,1
Sebastian Yatra ,28.0,298154.3333333333,27852476,1
Sech ,30.333333333333332,322013.0,49518702,1
Seeb ,3.0,196072.5,1264456,1
Selena Gomez ,65.55555555555556,618650.6388888889,853601162,1
Seth MacFarlane ,6.0,235673.0,829213,1
Sevyn Streeter ,2.0,96996.0,179016,1
Shaggy ,19.5,178008.5,4046069,1
Shakin' Stevens ,4.0,525891.5,3319110,1
Shakira ,25.666666666666668,353879.3333333333,55232443,1
Shallou ,1.0,162102.0,162102,1
Shawn Hook ,96.0,225427.5,32775595,1
Shawn Mendes ,61.48,525548.18,1161694885,1
She & Him ,1.5,124460.0,317462,1
Sheck Wes ,421.0,1709407.0,289673118,0
Sheff G ,24.0,251683.0,5627997,1
Sheppard ,265.0,208057.0,31537349,2
Shoffy ,12.0,139540.0,1579371,1
Shordie Shordie ,53.0,265697.0,12363017,1
Shoreline Mafia ,21.0,240720.0,4637244,1
Shotgun Shane ,2.0,369675.0,731869,1
SiM ,10.5,296393.0,5425219,1
SiR ,7.0,457648.0,1792678,1
Sia ,63.275862068965516,346736.7931034483,467583709,1
Sigala ,61.0,176085.0,7355933,1
Sigrid ,1.0,167135.0,167135,1
Silentó ,242.0,475998.0,58353609,2
Silk City ,28.5,468204.5,24002832,1
Simple Minds ,1.0,94186.0,94186,1
Ski Mask The Slump God ,26.444444444444443,446783.77777777775,241775122,1
Skrillex ,69.66666666666667,521993.3333333333,54387293,1
Skylar Grey ,11.333333333333334,257760.66666666666,10231848,1
SleazyWorld Go ,27.5,296812.5,14520450,1
Sleeping At Last ,2.0,75123.0,141685,1
Sleepy Hallow ,155.5,646964.25,240478985,2
Slicktor Victor ,1.0,203833.0,203833,1
Slipknot ,1.2857142857142858,239027.42857142858,2169946,1
Smallpools ,1.0,83381.0,83381,1
Smash Mouth ,2.0,63735.0,118334,1
Smiley ,62.0,799735.0,23907104,1
Smino ,5.0,516468.0,1556856,1
Smokepurpp ,51.2,288371.8,60367306,1
Snakehips ,87.5,288618.5,87518139,1
Snoop Dogg ,5.5,174884.5,3647456,1
Snow Patrol ,2.0,150108.0,218648,1
SoFaygo ,94.0,259109.0,21263127,1
SoMo ,3.0,96947.0,277675,1
Social House ,220.0,382674.0,57010632,2
Sofi Tukker ,1.0,194761.0,194761,1
Sofia Karlberg ,37.0,90902.0,2751788,1
Soft Cell ,1.0,212994.0,212994,1
Sofía Reyes ,16.5,353194.0,9802575,1
Solange ,2.6666666666666665,313668.73333333334,9528792,1
Soleima ,1.0,186533.0,186533,1
Solkatt ,1.0,265193.0,265193,1
Soulja Boy ,2.0,89369.0,169352,1
Soundgarden ,1.4285714285714286,268360.0,2643485,1
Southside ,16.0,668388.0,5156031,1
Spice Girls ,4.0,133273.0,391693,1
SpotemGottem ,92.0,499363.0,32841611,1
St. Lucia ,1.0,88755.0,88755,1
Stan Kenton ,18.0,456779.0,6491218,1
Stanaj ,67.0,295059.0,15914362,1
StarBoi3 ,67.0,433652.0,20226932,1
Stargate ,1.0,176996.0,176996,1
Starley ,126.5,505977.0,94567817,2
State of Sound ,59.0,214205.0,9802713,1
StaySolidRocky ,133.5,1162298.0,144469880,0
Stephanie Beatriz ,83.66666666666667,490229.3333333333,93405948,1
Stephen Sanchez ,126.0,564169.5,109110696,2
Steve Angello ,1.0,84998.0,84998,1
Steve Aoki ,28.0,323670.5,48509848,1
Steve Lacy ,78.63636363636364,572893.5454545454,556521342,1
Stevie Nicks ,1.0,198223.0,396446,1
Stevie Wonder ,20.0,606316.6,35802410,1
Still Woozy ,1.0,260322.66666666666,780968,1
Stone Temple Pilots ,1.0,129625.0,388875,1
Stormzy ,6.0,456768.0,1779810,1
Straight No Chaser ,3.0,98019.0,270749,1
Stray Kids ,3.5,305574.5,1755579,1
Stromae ,1.0,77904.0,77904,1
Stunna 4 Vegas ,29.5,301645.0,14896830,1
Sub Urban ,3.0,200506.0,599087,1
Sublime ,4.0,272821.0,1338068,1
Sueco ,26.5,352139.5,16589953,1
Sugar Ray ,1.0,79149.0,79149,1
Sugarland ,8.0,315981.0,2019646,1
Suki Waterhouse ,22.0,417080.0,7030386,1
Summer Walker ,8.906976744186046,454475.67441860464,116302121,1
Supreme Cartel Fye ,1.0,283954.0,283954,1
Surf Curse ,556.0,466842.0,178535641,2
Surf Mesa ,186.0,468351.0,60238195,2
Surfaces ,105.0,402061.5,178476017,2
Swae Lee ,9.666666666666666,429067.1666666667,18735643,1
Swedish House Mafia ,19.25,512722.75,28257584,1
Sylvan Esso ,1.0,149944.0,149944,1
System Of A Down ,1.3333333333333333,275298.0,1048710,1
T,44.75,307805.25,48050789,1
T.I. ,36.714285714285715,159754.85714285713,20870534,1
THE ANXIETY ,281.0,852099.0,126861687,2
THE SCOTTS ,237.0,3345119.0,147793519,0
TLC ,4.5,127909.0,1025390,1
TOKYO’S REVENGE ,136.0,540193.0,49275156,2
TOMORROW X TOGETHER ,1.25,232114.0,1174473,1
TOOL ,2.142857142857143,359173.71428571426,9711615,1
TOTO ,193.0,261244.0,42187022,2
TV Girl ,78.0,281500.5,36831651,1
TV On The Radio ,1.0,60106.0,60106,1
TW3LVE ,1.0,518359.0,518359,1
TWENTY88 ,6.0,217651.5,1728054,1
TWICE ,2.6666666666666665,254033.33333333334,3985010,1
Tai Verdes ,167.0,451540.0,51926588,2
Tainy ,103.0,534927.5,58724347,2
Takeoff ,6.75,405957.5,26745185,1
Talking Heads ,4.0,387700.0,1092301,1
Tame Impala ,69.66666666666667,508322.4,254570331,1
Tankhead ,1.0,228748.0,228748,1
Tate McRae ,72.6,463912.8,245109833,1
Tay,221.0,564819.0,67561106,2
Tayler Buono ,36.0,229170.0,7058610,1
Taylor Swift ,34.116279069767444,1776516.9127906978,3222972346,3
Tears For Fears ,193.0,400855.0,62256647,2
Tech N9ne ,35.0,158679.33333333334,12397712,1
Tee Grizzley ,76.77777777777777,319098.8888888889,156926679,1
Temple Of The Dog ,1.0,206703.0,206703,1
Tems ,1.0,244396.0,244396,1
Terror Jr ,52.5,227261.5,24687318,1
Teyana Taylor ,1.0,292802.0,292802,1
The,9.0,106106.0,711891,1
The 1975 ,6.3076923076923075,306072.8461538461,28085777,1
The 7 Dimensions ,3.0,351336.0,870023,1
The All,1.0,135637.66666666666,406913,1
The Backseat Lovers ,49.0,252481.0,11177633,1
The Backyardigans ,9.0,273526.0,2224490,1
The Band CAMINO ,1.0,276796.0,276796,1
The Band Perry ,1.0,51321.0,51321,1
The Barden Bellas ,2.0,86958.0,153851,1
The Beach Boys ,72.0,1372021.0,62109552,0
The Beatles ,3.6285714285714286,158305.8,16538121,1
The Black Keys ,1.25,250758.25,1056970,1
The Carters ,18.333333333333332,347272.1666666667,42257321,1
The Chainsmokers ,89.06818181818181,575607.8863636364,1630284767,2
The Chicks ,2.0,384922.0,690828,1
The Citizens of Halloween ,13.0,772504.0,4216534,1
The Clash ,3.0,214878.0,557283,1
The Cranberries ,3.3333333333333335,304434.0,2727507,1
The Drifters ,2.0,195320.0,318256,1
The Five Stairsteps ,1.0,223382.0,223382,1
The Fray ,3.0,128632.0,294496,1
The Game ,29.625,283953.375,37287826,1
The Goo Goo Dolls ,97.0,318467.0,23178467,1
The Head And The Heart ,1.0,113230.0,113230,1
The J. Geils Band ,1.0,230125.0,230125,1
The Jackson 5 ,62.0,916060.75,107197536,0
The Kid LAROI ,60.55172413793103,541424.8965517242,871806046,1
The Killers ,176.2,254042.0,233839765,2
The Living Tombstone ,13.0,215192.0,2696487,1
The Longest Johns ,7.0,310436.0,1823869,1
The Low Down ,9.0,148362.0,1139970,1
The Lumineers ,19.74074074074074,251069.7037037037,81716652,1
The Naked And Famous ,1.0,146305.0,146305,1
The Neighbourhood ,281.0,294270.0,644759550,2
The Notorious B.I.G. ,5.75,229558.0,4575549,1
The Platters ,10.0,625097.0,3352294,1
The Pogues ,22.0,918124.0,8351569,0
The Proclaimers ,1.0,64832.0,64832,1
The Rare Occasions ,240.0,468246.0,73881354,2
The Rolling Stones ,1.5,192095.5,1172572,1
The Ronettes ,70.0,1262721.3333333333,113298120,0
The Roots ,2.0,174562.0,313503,1
The Script ,47.0,91592.5,6632415,1
The Strokes ,1.5714285714285714,283137.14285714284,2917245,1
The Strumbellas ,2.0,114073.0,215135,1
The Temptations ,6.0,328910.0,1255923,1
The Vamps ,70.0,213325.5,40329327,1
The Walters ,431.0,683985.0,174547021,2
The Weeknd ,134.38888888888889,1055543.7222222222,4267010379,3
The White Stripes ,3.0,146731.0,321226,1
The Wombats ,8.0,76616.0,573277,1
The xx ,5.285714285714286,210750.2857142857,7401139,1
Theophilus London ,15.0,77070.0,940636,1
Third Eye Blind ,4.0,134285.0,381609,1
Thirty Seconds To Mars ,2.0,264224.0,892199,1
Thomas Gold ,37.0,207569.0,6585848,1
Thomas Rhett ,59.9,293790.06666666665,370378989,1
Thurl Ravenscroft ,46.5,1258696.5,33408658,0
ThxSoMch ,56.0,473108.0,19600894,1
Tim Berg ,1.0,252408.0,252408,1
Tim McGraw ,62.25,89446.5,22726895,1
Timeflies ,122.0,258416.0,72470891,2
Tinashe ,46.0,114963.0,16741602,1
Tiny Meat Gang ,1.0,255365.0,255365,1
Tion Wayne ,33.0,389881.0,10103363,1
Tiësto ,53.76923076923077,300508.6923076923,194729771,1
Toby Keith ,13.0,534697.0,3781268,1
Tohi ,1.0,267814.0,267814,1
Tom Odell ,107.0,337198.0,30208862,2
Tom Petty ,3.6666666666666665,435474.0,9484222,1
Tom Petty and the Heartbreakers ,2.2,356942.2,9708438,1
Tom Walker ,3.0,232247.0,670073,1
Tones And I ,194.33333333333334,523383.3333333333,267283641,2
Tony Bennett ,11.25,552355.25,17705432,1
Tony DeSare ,2.0,334999.0,529832,1
Topic ,176.0,436346.0,55109344,2
Tori Kelly ,63.166666666666664,205183.16666666666,54705044,1
Tory Lanez ,26.93617021276596,330856.0425531915,338312620,1
Tove Lo ,71.3,290406.7,151518403,1
Tove Styrke ,1.0,185163.0,185163,1
Train ,2.25,162054.5,1729544,1
Trans,2.6666666666666665,298675.3333333333,2368160,1
Travie McCoy ,30.0,149982.0,2791723,1
Travis Mills ,1.0,112242.0,112242,1
Travis Scott ,177.25641025641025,1479440.923076923,2724418484,3
Trevor Daniel ,238.0,705364.5,239695836,2
Trey Lewis ,12.0,525879.0,4226483,1
Trey Songz ,119.8,188200.6,80752486,2
Trinidad Cardona ,33.0,303751.0,8579709,1
Trio Vegabajeño ,2.0,467395.0,763527,1
Trippie Redd ,22.535087719298247,534014.8859649122,824397852,1
Tritonal ,16.0,128082.0,1561027,1
Trouble ,6.5,240449.5,2736154,1
Troy Ave ,1.0,67169.0,67169,1
Troye Sivan ,19.8,286527.05,103295983,1
Turbo ,1.0,246844.0,246844,1
Twenty One Pilots ,73.23255813953489,436396.5581395349,839074464,1
Ty Dolla $ign ,30.93103448275862,293578.4137931034,159675577,1
Tyga ,37.38095238095238,406439.28571428574,361893563,1
Tyla Yaweh ,15.0,425769.3333333333,18749126,1
Tyler Childers ,25.8,265460.8,33058852,1
Tyler Farr ,8.0,81441.0,611111,1
Tyler Hubbard ,178.0,351547.0,48935367,2
"Tyler, The Creator ",49.06818181818182,1078572.8409090908,759538874,0
Ugly God ,25.428571428571427,214019.14285714287,43767330,1
Unknown Artist ,7.0,195194.0,1134784,1
Us The Duo ,4.0,61906.0,230570,1
Usher ,48.0,216659.125,65814069,1
VIC MENSA ,1.0,166728.66666666666,500186,1
Vacations ,77.0,264117.0,18274437,1
Vampire Weekend ,1.7777777777777777,301037.3333333333,4499890,1
Van Halen ,1.6666666666666667,356790.44444444444,4742081,1
Van Morrison ,20.0,415861.0,5295762,1
Vance Joy ,122.0,218243.57142857142,135625142,2
Vanessa Carlton ,2.0,122299.0,187404,1
Various Artists ,2.0,116416.0,559527,1
Vaults ,2.0,69969.0,138594,1
Vedo ,53.0,341141.0,14510021,1
Vice ,51.666666666666664,269534.0,34475288,1
Vicente Fernández ,1.25,291865.5,1403082,1
Vigiland ,19.0,140065.0,1827222,1
Vince Gill ,2.0,95814.0,158769,1
Vince Guaraldi ,1.0,348903.0,348903,1
Vince Guaraldi Trio ,29.4,783825.7,116645197,1
Vince Staples ,6.5,354523.125,15972796,1
Vundabar ,172.0,461330.0,54041374,2
VÉRITÉ ,134.0,274625.0,26944785,2
WALK THE MOON ,160.66666666666666,263035.3333333333,100498937,2
WATTS ,1.0,353591.0,353591,1
WAVYVIBE ,1.0,233042.0,233042,1
WESTSIDE BOOGIE ,1.0,254881.0,254881,1
WILLOW ,281.5,634690.5,179142271,2
Waka Flocka Flame ,32.0,262627.0,6533539,1
Wale ,30.9,297412.8,57451177,1
Walker Hayes ,110.66666666666667,361919.3333333333,114975201,2
Wallows ,420.0,399406.0,114791296,2
Warren Zevon ,7.0,350571.0,1836036,1
Weezer ,1.0,232302.75,929211,1
Wes Walker ,88.0,127628.0,8530253,1
Wham! ,158.0,1848918.5,195554322,0
Whethan ,1.0,208875.0,208875,1
Whitney Houston ,3.0,352195.0,798015,1
Who Is Fancy ,53.5,126691.0,12465200,1
WhoHeem ,55.0,475077.0,17381983,1
Why Don't We ,21.5,287400.5,32391792,1
Wilbur Soot ,14.0,420258.0,3754788,1
Will Dailey ,1.0,53726.0,53726,1
Will Paquin ,7.0,287126.0,1699875,1
Wisin ,69.0,232655.0,26460439,1
Wiz Khalifa ,27.796296296296298,268180.9259259259,291041466,1
Wizkid ,5.0,243804.5,2094814,1
Wrabel ,2.0,123713.0,245977,1
Wyclef Jean ,37.0,106368.0,2504557,1
X Ambassadors ,136.25,216508.25,85864323,2
XXXTENTACION ,131.46575342465752,928279.8767123288,3689771047,3
XoMusic ,1.0,299356.0,299356,1
Y2K ,321.0,820166.0,136394278,2
YBN Nahmir ,137.4,404265.8,210745899,2
YFN Lucci ,87.0,187130.0,54423287,1
YG ,29.20689655172414,375669.8275862069,292540045,1
YK Osiris ,221.0,365266.0,61209429,2
YNW Melly ,137.15384615384616,649413.0,756459887,2
YUNGBLUD ,12.333333333333334,451469.3333333333,13469432,1
Yahritza Y Su Esencia ,22.5,507888.0,15862714,1
Yandel ,7.0,512050.0,2297222,1
Yeah Yeah Yeahs ,1.5,177432.0,631386,1
Years & Years ,10.333333333333334,150507.83333333334,8396625,1
Yeat ,25.6,438605.93333333335,128637613,1
Yellow Claw ,106.5,236594.5,44386404,1
Ying Yang Twins ,2.0,66917.0,127192,1
Yo Gotti ,53.5,284552.9166666667,178811900,1
Yot Club ,504.0,351933.0,139804345,2
Young Dolph ,4.625,345359.125,9742121,1
Young Greatness ,79.0,183444.0,11733222,1
Young M.A ,112.5,409726.0,75168175,2
Young Money ,18.0,142132.0,1086377,1
Young Nudy ,36.0,286313.0,9188827,1
Young Stoner Life ,15.526315789473685,583215.5789473684,109806580,1
Young Thug ,34.4,399759.37647058826,932055874,1
Young the Giant ,1.0,118970.0,118970,1
YoungBoy Never Broke Again ,12.741573033707866,328933.37078651687,322714514,1
Yung Anime ,2.0,221430.0,439361,1
Yung Bleu ,84.0,345332.0,20785686,1
Yung Gravy ,64.33333333333333,408663.3333333333,79113501,1
Yung Lean ,33.0,408655.0,9916835,1
ZAYN ,40.96666666666667,374491.9666666667,462874843,1
ZHU ,28.4,181976.2,36602811,1
Zac Brown Band ,77.0,254260.6,58892580,1
Zac Efron ,136.0,712459.0,44802916,2
Zacari ,17.0,458106.5,9730252,1
Zach Bryan ,19.789473684210527,381599.05263157893,181414885,1
Zara Larsson ,88.0,325741.36363636365,285523751,1
Zay Hilfigerrr ,126.0,715338.0,45767401,2
ZeXzy ,1.0,304995.0,304995,1
Zedd ,85.8,417343.06666666665,490883363,1
Zee Avi ,3.0,124797.0,285795,1
Zendaya ,9.0,117409.0,948199,1
Ziv Zaifman ,57.0,329379.0,14702025,1
a,6.0,105189.0,495422,1
alt,26.6,161098.2,8444752,1
at Wendys ,1.0,200679.0,200679,1
ayokay ,19.0,159917.0,2583063,1
bbno$ ,65.0,279950.0,15109159,1
benny blanco ,114.88888888888889,616472.2222222222,431203871,2
blackbear ,57.125,366938.0833333333,492849672,1
blink,3.9130434782608696,257448.65217391305,17006591,1
carolesdaughter ,50.0,380237.0,12475197,1
d4vd ,110.0,824293.0,143331101,2
dvsn ,1.5,331436.5,865300,1
for KING & COUNTRY ,2.0,395007.0,697514,1
fun. ,4.0,156480.5,858804,1
girl in red ,58.333333333333336,288054.6666666667,44719072,1
gnash ,193.0,324891.0,141776211,2
grandson ,4.0,223730.0,853042,1
hemlocke springs ,6.0,332885.0,1835300,1
iLoveMemphis ,39.0,147774.66666666666,15156781,1
iSHi ,11.0,105878.0,932793,1
iann dior ,18.833333333333332,359758.3333333333,69079993,1
j,1.7272727272727273,316240.7272727273,5759568,1
jxdn ,11.0,300494.0,2660985,1
lil Shordie Scott ,61.0,464847.0,20201027,1
lovelytheband ,29.0,247894.0,6421237,1
mazie ,6.0,280279.0,1476765,1
pixelbobby ,1.0,209231.0,209231,1
quinnie ,1.0,236899.0,236899,1
salem ilese ,65.0,394292.0,18827099,1
siouxxie sixxsta ,53.0,301254.0,13691754,1
townhall ,1.5,347808.5,943207,1
Ñengo Flow ,6.0,1174299.0,4302587,0
